Time,Pulse
-340.00000000634,-0.000716763901145612
-339.966666673006,-0.00126473879836853
-339.933333339671,-0.00127797102228755
-339.900000006336,0.00218070374665258
-339.866666673001,5.74824933081697e-05
-339.833333339667,0.00124869038628395
-339.800000006332,0.000586588691855905
-339.766666672997,0.00138414318850022
-339.733333339662,0.00217008054966861
-339.700000006327,0.00209393649281697
-339.666666672993,0.000274453181345335
-339.633333339658,-0.00113621433271494
-339.600000006323,-0.00300262791509187
-339.566666672988,0.00167395137132564
-339.533333339654,7.45579668381957e-05
-339.500000006319,-0.000804258056902984
-339.466666672984,-0.00112085461804368
-339.433333339649,0.000146987218360817
-339.400000006314,0.00104334000553641
-339.36666667298,-0.00157608003601994
-339.333333339645,-0.00311426052234864
-339.30000000631,-0.000703905890683698
-339.266666672975,-0.000317819727258195
-339.233333339641,-0.000155970108681736
-339.200000006306,0.00178332021898653
-339.166666672971,-0.00226130398064794
-339.133333339636,0.000885511138702388
-339.100000006301,0.00144497620669748
-339.066666672967,0.000404046053317897
-339.033333339632,-0.00277943024626937
-339.000000006297,-0.00119662532702736
-338.966666672962,-0.000612855789109634
-338.933333339627,0.000644300766198147
-338.900000006293,-0.000701705807000796
-338.866666672958,-0.0003872086663117
-338.833333339623,0.000870381567294132
-338.800000006288,-0.00136506814580484
-338.766666672954,-0.00102305114359769
-338.733333339619,0.0012048463672506
-338.700000006284,-0.000703447055639406
-338.666666672949,-0.00175297972309518
-338.633333339614,-0.00359221309743218
-338.60000000628,0.00290110628725304
-338.566666672945,0.000795827315698161
-338.53333333961,0.00168954239516284
-338.500000006275,0.00104512096599452
-338.466666672941,9.21044491741796e-06
-338.433333339606,-0.00118313638823253
-338.400000006271,-0.000559134747546319
-338.366666672936,0.00326000490779577
-338.333333339601,-0.00222858333430676
-338.300000006267,0.00105980135360373
-338.266666672932,0.000770101699749448
-338.233333339597,-0.00247783767499765
-338.200000006262,-0.000931731393755464
-338.166666672927,-0.00483076648904424
-338.133333339593,-0.00360879368486755
-338.100000006258,0.000873495977647298
-338.066666672923,-0.000397870368713971
-338.033333339588,-0.00234803592149058
-338.000000006254,-0.00271921791964091
-337.966666672919,-0.00212088122003906
-337.933333339584,-0.000288007749248198
-337.900000006249,0.000238351121493396
-337.866666672914,0.00118397046390717
-337.83333333958,-0.000898751766597372
-337.800000006245,-0.00192603120155754
-337.76666667291,-0.000937896537229865
-337.733333339575,-0.000478291891399252
-337.700000006241,5.71249874907753e-05
-337.666666672906,0.00140343233133644
-337.633333339571,-0.00159665504446516
-337.600000006236,0.0017044421594169
-337.566666672901,7.13427145804246e-07
-337.533333339567,-0.00157996436830588
-337.500000006232,8.44550091673169e-05
-337.466666672897,7.77181732377619e-05
-337.433333339562,-0.000170206204556433
-337.400000006228,0.000555389649972593
-337.366666672893,0.000220369898419226
-337.333333339558,-0.0016849598294737
-337.300000006223,-0.000331273999329973
-337.266666672888,-0.000879475290586185
-337.233333339554,-0.00122284409525419
-337.200000006219,-0.00261484893717856
-337.166666672884,-0.00186912140979412
-337.133333339549,0.000408308207080821
-337.100000006214,0.00133479979407314
-337.06666667288,-0.00103893373635344
-337.033333339545,0.00123273645432531
-337.00000000621,0.000588341875046527
-336.966666672875,0.000258075442303718
-336.933333339541,-0.00150588783943129
-336.900000006206,-0.0015972211113765
-336.866666672871,0.00104612971451634
-336.833333339536,-0.00104959331308063
-336.800000006201,-0.000390579950027559
-336.766666672867,-0.000793884301356962
-336.733333339532,-0.000415988515230836
-336.700000006197,-0.00139628453068608
-336.666666672862,0.00190914080326443
-336.633333339528,-0.00210216874971603
-336.600000006193,0.00292688926770834
-336.566666672858,0.00085760629991416
-336.533333339523,-0.00111712798128838
-336.500000006188,0.000901808872185939
-336.466666672854,-0.00374643080208992
-336.433333339519,-0.000641416799080474
-336.400000006184,-0.00218824960349007
-336.366666672849,0.00127585212316239
-336.333333339515,-0.000515149566527429
-336.30000000618,-0.000796672190573555
-336.266666672845,-0.000301771982614829
-336.23333333951,-0.00142262612995603
-336.200000006175,2.11329380593872e-05
-336.166666672841,-0.00129944265032933
-336.133333339506,-0.00295439829756228
-336.100000006171,-0.00176967402848305
-336.066666672836,-0.000211676671376115
-336.033333339501,-0.00352124558508382
-336.000000006167,-0.0010438593677351
-335.966666672832,-0.00321621895182389
-335.933333339497,-0.000858591606854087
-335.900000006162,-0.00209291996379135
-335.866666672828,-0.0044001242903654
-335.833333339493,-0.000548558875996696
-335.800000006158,-0.00149201879141592
-335.766666672823,-0.000615512793231465
-335.733333339488,-0.00138812296725532
-335.700000006154,-0.00390827785370473
-335.666666672819,-0.00144542878240606
-335.633333339484,-0.00203187644184211
-335.600000006149,0.000563967845737534
-335.566666672815,-0.00101191824980862
-335.53333333948,0.00177106977742592
-335.500000006145,-0.00340440987619939
-335.46666667281,-0.00170152861912021
-335.433333339475,-0.000615376562819514
-335.400000006141,-0.00365182360927474
-335.366666672806,-0.00270500061983636
-335.333333339471,0.000196760916624683
-335.300000006136,-0.0040362463453727
-335.266666672801,-0.00269324335019749
-335.233333339467,-0.000239642241490756
-335.200000006132,-0.00108116735249986
-335.166666672797,-0.00185137003877045
-335.133333339462,-0.00144368713515908
-335.100000006128,-0.00350677398951582
-335.066666672793,-0.0014314884065294
-335.033333339458,-0.00392225251860057
-335.000000006123,-0.00131951686695186
-334.966666672788,0.00093396917941635
-334.933333339454,-0.00167854750971086
-334.900000006119,0.000233148786001114
-334.866666672784,-0.00339443963122288
-334.833333339449,-0.00137042084317451
-334.800000006115,-0.00305251706145659
-334.76666667278,0.000721096556068002
-334.733333339445,0.000116107324335868
-334.70000000611,-0.00283993697784757
-334.666666672775,-0.00208533491567642
-334.633333339441,-0.000895135642951073
-334.600000006106,-0.000946463563200273
-334.566666672771,-0.00143825546555953
-334.533333339436,-0.00152354302751911
-334.500000006102,-0.00429159647380017
-334.466666672767,-0.00485178554668142
-334.433333339432,-0.00337019271878014
-334.400000006097,-0.00338357743946993
-334.366666672762,0.0017739942436964
-334.333333339428,-0.00254966404538959
-334.300000006093,-0.000868636957559121
-334.266666672758,-0.00390869658411119
-334.233333339423,-0.00355726120616595
-334.200000006088,-0.00337813014405586
-334.166666672754,-0.00311384174060747
-334.133333339419,-0.0046669401010565
-334.100000006084,-0.00243516115019471
-334.066666672749,-0.00553832757058459
-334.033333339415,-0.0017416075135166
-334.00000000608,-0.000920835793595587
-333.966666672745,-0.00350623171193576
-333.93333333941,-0.00129266340874434
-333.900000006075,-0.00140176684438487
-333.866666672741,-0.00336036140113671
-333.833333339406,-0.00159377682264727
-333.800000006071,-0.00111933793202468
-333.766666672736,-0.000867703654251595
-333.733333339402,-0.00138590050646803
-333.700000006067,0.000224304865830249
-333.666666672732,-0.000900035464448168
-333.633333339397,-0.00063288273887474
-333.600000006062,-8.75456803275387e-05
-333.566666672728,-0.000145287312649955
-333.533333339393,-0.00358255373417937
-333.500000006058,-0.00218936313426477
-333.466666672723,-0.000318189886515885
-333.433333339388,-0.000368785974138586
-333.400000006054,-0.000894086384859549
-333.366666672719,0.00166758376720699
-333.333333339384,-0.00247183706405896
-333.300000006049,-0.00228870070926679
-333.266666672715,-0.000650659253982111
-333.23333333938,0.00015226748508923
-333.200000006045,-0.00174984500468811
-333.16666667271,-0.000725983978678402
-333.133333339375,-0.00235133248369535
-333.100000006041,-0.00275697215202719
-333.066666672706,0.000312014170082198
-333.033333339371,-0.000904606422028498
-333.000000006036,-0.00180359485768422
-332.966666672702,0.0016066704088471
-332.933333339367,0.000396581817917352
-332.900000006032,-0.00307832805505193
-332.866666672697,-0.00230262514091484
-332.833333339362,-0.00240845472721329
-332.800000006028,-0.000556572116219067
-332.766666672693,-0.00024147488295112
-332.733333339358,-0.00156726343323788
-332.700000006023,0.000880683333766674
-332.666666672689,-0.00241469739806421
-332.633333339354,-0.00219566706517205
-332.600000006019,-0.00211619003792762
-332.566666672684,-0.000361739125461336
-332.533333339349,-0.00397205745745866
-332.500000006015,-0.00131729467809683
-332.46666667268,-0.00206189092091758
-332.433333339345,-0.0015934911863964
-332.40000000601,-0.00192715191710902
-332.366666672675,-0.000699004748270338
-332.333333339341,8.71806556423937e-06
-332.300000006006,-0.000316039042974503
-332.266666672671,0.000623763084719453
-332.233333339336,0.00137215980632632
-332.200000006002,-0.000993567096233772
-332.166666672667,-0.00417981823286839
-332.133333339332,-0.00101976310332008
-332.100000005997,-0.00210052214261724
-332.066666672662,-0.00207551917056426
-332.033333339328,-0.00192872792549703
-332.000000005993,0.0018452656574578
-331.966666672658,-0.000557082355853611
-331.933333339323,-0.00123032458252359
-331.900000005989,0.00276197660644206
-331.866666672654,-0.00331530467818242
-331.833333339319,-0.00306530265682159
-331.800000005984,0.0020035630291293
-331.766666672649,0.0019986100675059
-331.733333339315,-0.000221131655179341
-331.70000000598,-0.00048200672384302
-331.666666672645,0.00209204725584899
-331.63333333931,-0.000982732639670969
-331.600000005976,0.0005663129194724
